lga,broad_class,bedrooms,n_listings,n_hosts,n_meeting_target,n_zero_reviews,observed_target_rate,reviews_p75,stage,eligible_n50,rank_observed_rate,review_target,broad_class_definition,shared_scope
Glen Eira,Other entire-home types,1,13,13,1,0,0.0769230769230769,28,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Frankston,Other entire-home types,1,27,20,2,2,0.0740740740740741,24.5,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Wyndham,Other entire-home types,3,29,27,2,8,0.0689655172413793,14,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Hobsons Bay,Apartment-like,2,15,11,1,2,0.0666666666666667,19,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Glen Eira,Other entire-home types,3,16,15,1,6,0.0625,10.75,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Brimbank,Other entire-home types,3,17,12,1,4,0.0588235294117647,16,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Hobsons Bay,Other entire-home types,3,18,17,1,5,0.0555555555555556,11.5,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Kingston,Apartment-like,2,18,17,1,1,0.0555555555555556,20.5,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Bayside,Apartment-like,2,20,17,1,3,0.05,13.75,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Melbourne,Other entire-home types,1,20,15,1,4,0.05,14.25,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Darebin,Other entire-home types,3,21,21,1,3,0.0476190476190476,15,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Monash,Other entire-home types,3,27,15,1,3,0.037037037037037,10.5,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Whitehorse,Apartment-like,2,37,26,1,3,0.027027027027027,14,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Banyule,Apartment-like,3,3,3,0,0,0,23,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Banyule,Other entire-home types,2,11,11,0,0,0,20,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Banyule,Other entire-home types,3,9,9,0,1,0,6,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Bayside,Apartment-like,3,6,5,0,1,0,11.5,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Bayside,Other entire-home types,2,12,12,0,3,0,12,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Bayside,Other entire-home types,3,33,28,0,8,0,7,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Boroondara,Other entire-home types,1,9,9,0,2,0,14,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Brimbank,Apartment-like,3,2,2,0,0,0,15.25,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Brimbank,Other entire-home types,2,14,10,0,2,0,8.5,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Cardinia,Apartment-like,1,2,2,0,0,0,22.75,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Casey,Apartment-like,1,2,1,0,0,0,9.25,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Casey,Apartment-like,3,1,1,0,0,0,5,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Darebin,Apartment-like,2,18,17,0,4,0,16.5,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Frankston,Apartment-like,2,7,7,0,2,0,14,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Frankston,Apartment-like,3,2,2,0,0,0,8.75,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Glen Eira,Apartment-like,3,3,3,0,1,0,2.5,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Glen Eira,Other entire-home types,2,14,14,0,2,0,13.75,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Greater Dandenong,Apartment-like,1,2,2,0,0,0,13.25,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Greater Dandenong,Apartment-like,2,2,2,0,0,0,4,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Greater Dandenong,Other entire-home types,1,2,2,0,1,0,14.25,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Greater Dandenong,Other entire-home types,3,9,7,0,1,0,18,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Hobsons Bay,Apartment-like,3,3,2,0,0,0,12,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Hume,Apartment-like,1,1,1,0,0,0,7,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Hume,Apartment-like,2,1,1,0,0,0,9,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Knox,Apartment-like,1,2,2,0,0,0,5,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Knox,Other entire-home types,2,8,8,0,0,0,16,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Knox,Other entire-home types,3,7,5,0,0,0,14.5,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Manningham,Apartment-like,3,1,1,0,0,0,22,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Manningham,Other entire-home types,3,9,7,0,3,0,8,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Maribyrnong,Apartment-like,3,4,4,0,0,0,17.5,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Maroondah,Apartment-like,2,1,1,0,0,0,8,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Maroondah,Other entire-home types,3,11,10,0,1,0,18,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Melton,Apartment-like,2,2,2,0,1,0,14.25,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Melton,Apartment-like,3,1,1,0,0,0,8,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Melton,Other entire-home types,2,3,3,0,0,0,22.5,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Melton,Other entire-home types,3,15,15,0,1,0,9.5,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Merri-bek,Apartment-like,3,4,3,0,0,0,15.25,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Monash,Apartment-like,3,2,2,0,0,0,8.75,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Monash,Other entire-home types,1,8,8,0,0,0,18,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Moonee Valley,Apartment-like,3,3,3,0,0,0,19,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Moonee Valley,Other entire-home types,2,15,15,0,1,0,14.5,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Nillumbik,Apartment-like,1,6,1,0,5,0,0,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Whitehorse,Apartment-like,3,6,6,0,1,0,17.75,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Whitehorse,Other entire-home types,2,6,6,0,1,0,8.5,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Whittlesea,Apartment-like,1,2,2,0,0,0,10.75,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Whittlesea,Apartment-like,2,2,2,0,0,0,17,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Whittlesea,Other entire-home types,1,5,4,0,0,0,10,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Whittlesea,Other entire-home types,3,10,9,0,2,0,4.75,Before four-type whitelist,FALSE,,30,Every other entire-home property type,"Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Wyndham,Apartment-like,1,2,2,0,0,0,14.25,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
Wyndham,Apartment-like,2,4,4,0,1,0,17.75,Before four-type whitelist,FALSE,,30,"Entire rental unit, condo, serviced apartment or loft","Established history, price AUD30-1500, non-benchmark hosts; n>=50 recomputed by stage"
